std_inchi_key,receptor_name,Standard_Value,pChEMBL_Value
AVQUDVSCNKMYFQ-UHFFFAOYSA-N,ERa,15.142,8.025
AVQUDVSCNKMYFQ-UHFFFAOYSA-N,ERb,416.44,6.4
AVQYHMGMYNIKOT-MHZLTWQESA-N,GR,3.8600000000000003,8.81
AVWMXQCZCNRWIH-VPTFNQTCSA-N,MR,64.0,7.19
AVXFTHNOWJYYDE-UHFFFAOYSA-N,ERa,8.69,8.06
AVXFTHNOWJYYDE-UHFFFAOYSA-N,ERb,190.0,6.72
AVYVFEMGLINJAC-UHFFFAOYSA-N,GR,113.0,6.95
AVYYQRFWFRQODT-QYSKHTGKSA-N,AR,1150.0,5.945
AVYYQRFWFRQODT-QYSKHTGKSA-N,PR,170.0,6.77
AWBFLZBJDMPRMM-UHFFFAOYSA-N,MR,2029.0,5.69
AWBMTFDCCHSMQU-DEOSSOPVSA-N,GR,14.0,7.904999999999999
AWBMTFDCCHSMQU-DEOSSOPVSA-N,PR,406.0,6.39
AWFSIUCRLQLNFB-UHFFFAOYSA-N,AR,90.0,7.05
AWFTXLDMRIDPOO-UHFFFAOYSA-N,ERa,3138.0,5.5
AWFTXLDMRIDPOO-UHFFFAOYSA-N,ERb,221.0,6.66
AWHSOQOUERDGBC-FOMYWIRZSA-N,GR,127.0,6.9
AWPVKERKWQLOEG-UHFFFAOYSA-N,ERa,2281.0,5.64
AWPVKERKWQLOEG-UHFFFAOYSA-N,GR,519.0,6.29
AWPVKERKWQLOEG-UHFFFAOYSA-N,MR,454.0,6.34
AWPVKERKWQLOEG-UHFFFAOYSA-N,PR,10000.0,5.0
AWTOGSZGTICREU-UHFFFAOYSA-N,PR,193.0,6.71
AWYOCGCIYQEWJB-UHFFFAOYSA-N,AR,115.0,6.94
AWYOCGCIYQEWJB-UHFFFAOYSA-N,PR,13.0,7.89
AXAIJGRNQQORMC-UHFFFAOYSA-N,GR,56.0,7.25
AXAIJGRNQQORMC-UHFFFAOYSA-N,MR,1035.0,5.99
AXAIJGRNQQORMC-UHFFFAOYSA-N,PR,1450.0,5.84
AXGUMIPANVDHSE-UHFFFAOYSA-N,PR,1042.0,6.390000000000001
AXLALRSOFYMELF-UHFFFAOYSA-N,ERa,4691.78,5.33
AXLALRSOFYMELF-UHFFFAOYSA-N,ERb,5274.02,5.28
AXLNGHICNRTHMP-UHFFFAOYSA-N,AR,9200.0,5.04
AXLNGHICNRTHMP-UHFFFAOYSA-N,MR,14.0,7.875
AXLNGHICNRTHMP-UHFFFAOYSA-N,PR,2185.0,5.915
AXMHVAFQMVTFMC-UHFFFAOYSA-N,AR,11880.0,4.945
AXQBEPVIJABGNW-UHFFFAOYSA-N,ERa,5.8,8.4
AXQBEPVIJABGNW-UHFFFAOYSA-N,ERb,23.0,7.71
AXXFKZYVSPVGPE-UHFFFAOYSA-N,ERb,1546.45,7.1049999999999995
AXXQTTPUMYEBOV-UHFFFAOYSA-N,GR,651.0,6.19
AYHUFFFAHBVFBW-CYYJNZCTSA-N,ERa,97.0,7.01
AYHUFFFAHBVFBW-RQZHXJHFSA-N,ERa,224.0,6.65
AYHUOEMBVSDVSF-UHFFFAOYSA-N,ERa,415.0,6.38
AYHUOEMBVSDVSF-UHFFFAOYSA-N,ERb,490.0,6.31
AYOBFLPNDIGWDB-UHFFFAOYSA-N,ERa,50.0,7.3
AYOBFLPNDIGWDB-UHFFFAOYSA-N,ERb,20.0,7.7
AYVVUFKRRXZTSO-UHFFFAOYSA-N,ERa,19602.37,4.71
AYXOMBRFCODXCT-YBEGLDIGSA-N,ERa,31657.96,4.5
AZHUMAUVMPTZRY-UHFFFAOYSA-N,AR,83.0,7.09
AZKXBAPRQCXHRZ-UHFFFAOYSA-N,AR,3360.0,5.47
AZKXBAPRQCXHRZ-UHFFFAOYSA-N,GR,11.0,7.96
AZKXBAPRQCXHRZ-UHFFFAOYSA-N,MR,493.0,6.31
AZKXBAPRQCXHRZ-UHFFFAOYSA-N,PR,4000.0,5.4
AZMWNZNFRRGHNS-UHFFFAOYSA-N,ERa,1990.0,5.7
AZMWNZNFRRGHNS-UHFFFAOYSA-N,ERb,26.0,7.58
AZNHSZRQYCDESQ-UHFFFAOYSA-N,ERa,20945.32,4.68
AZNSWMOAXXYNFT-UHFFFAOYSA-N,MR,1895.0,5.775
AZOAYVZLBPKVNI-FQEVSTJZSA-N,GR,15.85,7.8
AZRXVMYLZOAQMU-UHFFFAOYSA-N,GR,2113.0,5.67
AZXWUJXCVIDGJV-UHFFFAOYSA-N,GR,129.0,6.89
AZXWUJXCVIDGJV-UHFFFAOYSA-N,PR,960.0,6.02
AZYGKDQZZHOKOM-UHFFFAOYSA-N,GR,9.0,8.095
AZYGKDQZZHOKOM-UHFFFAOYSA-N,MR,340.0,6.47
AZYGKDQZZHOKOM-UHFFFAOYSA-N,PR,1700.0,5.77
BAAILVWEAXFTSF-UHFFFAOYSA-N,ERa,155.0,6.81
BAAILVWEAXFTSF-UHFFFAOYSA-N,ERb,2.0,8.7
BADKZHZZWRDDGZ-UHFFFAOYSA-N,ERa,150.0,6.82
BADKZHZZWRDDGZ-UHFFFAOYSA-N,ERb,110.0,6.96
BAFKCSYRILLCPM-UHFFFAOYSA-N,ERa,6299.84,5.2
BALRGPNGNULAMM-GXZDQMACSA-N,GR,11.649999999999999,8.350000000000001
BALUHDAPLHUOSN-UHFFFAOYSA-N,ERa,330.0,6.48
BALUHDAPLHUOSN-UHFFFAOYSA-N,ERb,60.0,7.22
BANOSSDEIHMRKA-UHFFFAOYSA-N,PR,31.0,7.51
BAOUXBDVAPNGRU-UHFFFAOYSA-N,GR,14.0,7.915
BAQBRCZMXOGLEN-ROTLSHHCSA-N,ERa,1700.0,5.77
BARFULUVAFOHAK-UHFFFAOYSA-N,ERa,3.34,8.48
BARFULUVAFOHAK-UHFFFAOYSA-N,ERb,7.26,8.14
BATCSWBRXVCEJI-UHFFFAOYSA-N,ERa,246.0,6.61
BATCSWBRXVCEJI-UHFFFAOYSA-N,ERb,5.3,8.28
BAVCXZJGGIUPCK-UHFFFAOYSA-N,ERa,990.0,6.0
BAYFJYAJPBOMET-SGANQWHYSA-N,MR,72.0,7.14
BBAHLFZPNXNEGK-UHFFFAOYSA-N,ERa,5600.0,5.25
BBAHLFZPNXNEGK-UHFFFAOYSA-N,ERb,1400.0,5.85
BBBAWACESCACAP-UHFFFAOYSA-N,ERa,28.0,7.55
BBBAWACESCACAP-UHFFFAOYSA-N,ERb,1.7,8.77
BBDMJGPZMMWAJY-UHFFFAOYSA-N,ERb,11979.0,4.92
BBICQKYRAXECKV-PZJWPPBQSA-N,AR,794.33,6.1
BBICQKYRAXECKV-PZJWPPBQSA-N,GR,15.85,7.8
BBICQKYRAXECKV-PZJWPPBQSA-N,PR,794.33,6.1
BBLGBSSQOMHADP-RRPNLBNLSA-N,ERa,15.0,7.82
BBLGBSSQOMHADP-RRPNLBNLSA-N,ERb,583.0,6.23
BBMHFIQLGKNLOC-UHFFFAOYSA-N,AR,0.2512,9.6
BBNUFIDEQWMAMG-UHFFFAOYSA-N,GR,13.9,7.86
BBNUFIDEQWMAMG-UHFFFAOYSA-N,PR,1810.0,5.74
BBRMKSTVHDPHOJ-SFQUDFHCSA-N,ERa,10284.76,4.99
BBRMKSTVHDPHOJ-SFQUDFHCSA-N,ERb,10611.22,5.055
BBTPZKOQAVUHOZ-WLJMFMCASA-N,AR,1605.0,5.8
BBWODNAIFWMCQL-UHFFFAOYSA-N,AR,1000.0,6.005
BBYKBBHESBKWGS-UHFFFAOYSA-N,AR,1420.0,5.85
BCCWRYRLXYBQLR-UHFFFAOYSA-N,AR,2700.0,5.57
BCEBCGJPCPOGCH-UHFFFAOYSA-N,GR,13.129999999999999,7.949999999999999
BCEVFOSLYGIEEU-UHFFFAOYSA-N,ERa,12796.55,4.89
BCIVLSCOJWTHHI-KRWDZBQOSA-N,ERa,1360.0,5.87
BCIVLSCOJWTHHI-KRWDZBQOSA-N,ERb,7.2,8.14
BCLZKVFTVWRTDY-XQRVVYSFSA-N,ERa,22111.37,4.66
BCLZKVFTVWRTDY-XQRVVYSFSA-N,ERb,8577.14,5.07
BCOZZDRWMQBVGK-VZQPPDIBSA-N,ERa,32.0,7.5
BCOZZDRWMQBVGK-VZQPPDIBSA-N,ERb,32.0,7.5
BCRIHEXPHCZBDQ-BHQQRDBZSA-N,AR,1.9,8.72
BCULYDRERATSCZ-JDBBSPJRSA-N,GR,3.234,8.52
BCVXRPDYMYWNQG-UHFFFAOYSA-N,ERa,30.7,7.51
BCVXRPDYMYWNQG-UHFFFAOYSA-N,ERb,48.8,7.31
BCVYSUNPFXKMQP-UHFFFAOYSA-N,AR,1074.075,5.970000000000001
BCWFWNBNYVPLRF-UHFFFAOYSA-N,GR,244.0,7.075
BCWFWNBNYVPLRF-UHFFFAOYSA-N,MR,435.0,6.36
BCWFWNBNYVPLRF-UHFFFAOYSA-N,PR,930.0,6.03
BDBXNJWHSFPFQG-GNZDRSMGSA-N,AR,51.0,7.29
BDCWJRVRBALYGS-UHFFFAOYSA-N,MR,2400.0,5.62
BDDYBFKGGNNRHI-UHFFFAOYSA-N,PR,1700.0,5.77
BDEBUKRSUHDGEY-UHFFFAOYSA-N,GR,2400.0,5.62
BDEBUKRSUHDGEY-UHFFFAOYSA-N,PR,3000.0,5.52
BDFAGUJHMUVCCC-SXOMAYOGSA-N,GR,15.0,7.82
BDGSVAXKUPVIHA-UCQKPKSFSA-N,GR,1.9,8.72
BDKWTFFBJKKPEK-UHFFFAOYSA-N,ERa,0.46,9.34
BDKWTFFBJKKPEK-UHFFFAOYSA-N,ERb,3.7,8.43
BDLYIVHHINLIET-UHFFFAOYSA-N,ERa,12207.84,4.91
BDLYIVHHINLIET-UHFFFAOYSA-N,ERb,3094.22,5.51
BDPFAHPWEFSOHU-UHFFFAOYSA-N,ERa,439.0,6.36
BDPFAHPWEFSOHU-UHFFFAOYSA-N,ERb,2460.0,5.61
BDQSDTXWQXMTGU-UHFFFAOYSA-N,ERa,17106.54,4.77
BDRLJMABFMPEOH-MDWZMJQESA-N,ERa,46.5,7.725
BDUYECXHJXCGAN-UHFFFAOYSA-N,GR,1.5,8.82
BDYFDDGUXXUNJN-UHFFFAOYSA-N,AR,3499.0,5.46
BDYFDDGUXXUNJN-UHFFFAOYSA-N,GR,42.0,7.38
BDYFDDGUXXUNJN-UHFFFAOYSA-N,PR,0.87,9.06
BDYKSMUJMZUBJL-MZNJEOGPSA-N,MR,3000.0,5.52
BDZYLNZLEGRWAZ-UHFFFAOYSA-N,GR,22.535,7.65
BDZYLNZLEGRWAZ-UHFFFAOYSA-N,PR,1000.0,6.0
BEAKSVZSFNBSKW-UHFFFAOYSA-N,AR,229.0,6.64
BEDOWVBPFLCOBB-UHFFFAOYSA-N,ERa,23481.56,4.63
BEDOWVBPFLCOBB-UHFFFAOYSA-N,ERb,55.18,7.26
BEFAEFLFXOZVJY-UHFFFAOYSA-N,AR,1600.0,5.8
BEFAEFLFXOZVJY-UHFFFAOYSA-N,PR,125.0,6.9
BEIOELRESMYFNS-ZUNOJEGASA-N,ERa,8.75,8.09
BEJVDDXLJPLDFK-XHCCPWGMSA-N,MR,300.0,6.52
BEOADSCNJSAOSW-KRWDZBQOSA-N,AR,1058.0,5.98
BEOADSCNJSAOSW-KRWDZBQOSA-N,GR,40.9,7.39
BEOADSCNJSAOSW-KRWDZBQOSA-N,PR,273.0,6.56
BEOADSCNJSAOSW-QGZVFWFLSA-N,GR,18.7,7.73
BEOADSCNJSAOSW-UHFFFAOYSA-N,GR,125.2,6.9
BEPDLJFOXMKERK-HVHIBYPPSA-N,AR,660.0,6.18
BETRLAMNDBJTLO-INIZCTEOSA-N,GR,21.0,7.68
BFBNKLAUWKJQDH-INBKVZINSA-N,ERa,8320.0,5.08
BFBNKLAUWKJQDH-INBKVZINSA-N,ERb,2760.0,5.56
BFFDALZJIKNQKR-UHFFFAOYSA-N,GR,1642.0,5.79
BFFGFKCKGWHHPO-UHFFFAOYSA-N,ERa,183.0,6.74
BFFGFKCKGWHHPO-UHFFFAOYSA-N,ERb,12.0,7.92
BFIFHVSHJDBNEF-UHFFFAOYSA-N,AR,84.0,7.08
BFKQZVDFWSTZEH-UHFFFAOYSA-N,AR,84.0,7.08
BFOGUSBKIXZRIK-SFTDATJTSA-N,AR,100.0,7.0
BFPGMZNBQDECJA-UHFFFAOYSA-N,GR,12.59,7.9
BFPYWIDHMRZLRN-QDSUGMFFSA-N,ERa,0.23,9.64
BFPYWIDHMRZLRN-QDSUGMFFSA-N,ERb,0.025,10.6
BFPYWIDHMRZLRN-SLHNCBLASA-N,ERa,1.224,9.024999999999999
BFPYWIDHMRZLRN-SLHNCBLASA-N,ERb,12.940000000000001,7.92
BFPYWIDHMRZLRN-SLHNCBLASA-N,GR,1243.5,5.9399999999999995
BFQHXILWHBWRRV-UHFFFAOYSA-N,ERa,210.0,6.68
BFQHXILWHBWRRV-UHFFFAOYSA-N,ERb,660.0,6.18
BFSXEWGKWPOZPI-OBYCQNJPSA-N,GR,42.0,7.41
BFURSXBSEDPUOS-BJJXKVORSA-N,ERa,23.0,7.64
BFURSXBSEDPUOS-BJJXKVORSA-N,ERb,73.0,7.14
BFURSXBSEDPUOS-INWMFGNUSA-N,ERa,10.0,8.0
BFURSXBSEDPUOS-INWMFGNUSA-N,ERb,47.0,7.33
BFURSXBSEDPUOS-JGGQBBKZSA-N,ERa,24.0,7.62
BFURSXBSEDPUOS-JGGQBBKZSA-N,ERb,120.0,6.92
BFURSXBSEDPUOS-NOLJZWGESA-N,ERa,4.0,8.4
BFURSXBSEDPUOS-NOLJZWGESA-N,ERb,11.0,7.96
BFURSXBSEDPUOS-XNRPHZJLSA-N,ERa,13.0,7.89
BFURSXBSEDPUOS-XNRPHZJLSA-N,ERb,17.0,7.77
BFUUUITWLAZRBL-UHFFFAOYSA-N,AR,61.0,7.21
BFVQEOVSAUKIEG-UHFFFAOYSA-N,AR,20122.5,5.71
BFWFSCPKWGRSPO-KBPBESRZSA-N,AR,87.75,7.515
BFWRCRIDNKRGTD-UHFFFAOYSA-N,GR,40.0,7.4
BFWRCRIDNKRGTD-UHFFFAOYSA-N,MR,480.0,6.32
BFWRCRIDNKRGTD-UHFFFAOYSA-N,PR,1200.0,5.92
BGCCAUJOMXNARX-UHFFFAOYSA-N,ERa,18910.42,4.72
BGDUVPYBMURKBO-WXTAPIANSA-N,MR,500.0,6.3
BGIIEAJTIOAKIR-IVBVTWBMSA-N,ERa,0.3,9.52
BGIIEAJTIOAKIR-IVBVTWBMSA-N,ERb,18.0,7.75
BGJFZAXJWZHLTP-UHFFFAOYSA-N,GR,24.400000000000002,7.654999999999999
BGJHEGUAQJXQPJ-ATVHPVEESA-N,ERa,18795.51,4.73
BGJHEGUAQJXQPJ-ATVHPVEESA-N,ERb,99882.43,4.0
BGMFAXNBXUEDNN-UHFFFAOYSA-N,GR,19.95,7.7
BGMSYZADXHOOKI-UHFFFAOYSA-N,ERa,20.0,7.7
BGOUNSHKRYHRQD-UHFFFAOYSA-N,GR,56.0,7.25
BGWIRVUOHABHMB-LRTDBIEQSA-N,ERa,1277.2649999999999,5.93
BGWIRVUOHABHMB-LRTDBIEQSA-N,PR,1513.56,5.82
BGWJZJUIEGLDRD-UHFFFAOYSA-N,GR,48.4,7.535
BGXXLRSGNGWIOR-UHFFFAOYSA-N,PR,270.0,6.57
BHGCWADCRHBUMS-UHFFFAOYSA-N,AR,74.0,7.13
BHHDBWXURVOBCU-OAQYLSRUSA-N,MR,15.2,7.82
BHHDBWXURVOBCU-OAQYLSRUSA-N,PR,1030.0,5.99
BHIQUIYSVRULQI-BGOLNKOXSA-N,GR,0.5900000000000001,9.26
BHLHFOONNXHUKO-UHFFFAOYSA-N,AR,2000.0,5.7
BHMXTAGWVKFVFC-UHFFFAOYSA-N,ERa,1520.0,5.82
BHMXTAGWVKFVFC-UHFFFAOYSA-N,ERb,1230.0,5.91
BHNUPBIVKPEBRD-UHFFFAOYSA-N,PR,235.70999999999998,6.625
BHRLUDBBBQADLO-FQEVSTJZSA-N,AR,2.4299999999999997,9.27
BHUODJHOUAFKAS-UHFFFAOYSA-N,ERb,4000.0,5.4
BHWQQOLNTHEQMF-PJXYFTJBSA-N,AR,31.7,7.5
BHZCGCMWEVHUBA-ZLMDOPAYSA-N,AR,6.9,8.16
BHZCGCMWEVHUBA-ZLMDOPAYSA-N,ERa,5000.0,5.3
BHZCGCMWEVHUBA-ZLMDOPAYSA-N,ERb,2876.0,5.54
BHZCGCMWEVHUBA-ZLMDOPAYSA-N,GR,1.014,8.99
BHZCGCMWEVHUBA-ZLMDOPAYSA-N,MR,640.0,6.19
BHZCGCMWEVHUBA-ZLMDOPAYSA-N,PR,1.1,8.96
BIADWZCQGLJVOB-UHFFFAOYSA-N,PR,116.7,6.93
BIEOWMRLZMSLDE-WJOKGBTCSA-N,GR,0.8,9.1
BIFACVPLICYREH-UHFFFAOYSA-N,ERa,15507.52,4.81
BIHJWEAEDWPKFD-KRWDZBQOSA-N,MR,1.9500000000000002,8.745000000000001
BIKVMPGUAXTYEM-NDEPHWFRSA-N,GR,75.915,7.95
BIOYSHGCYYKKQU-UHFFFAOYSA-N,ERb,6908.0,5.855
BIVSVAQJIFJHIC-LTWRQENSSA-N,GR,5600.0,5.25
BIWXPKQNQLRCJF-ABAIWWIYSA-N,MR,53.9,7.27
BIWZPJKUJSDXGE-UHFFFAOYSA-N,ERb,8570.244999999999,5.07
BIXFHGSYKKTHJN-UHFFFAOYSA-N,AR,7.4,8.13
BIYDFHJZBMADSS-LHHJGKSTSA-N,ERa,113.0,6.95
BJBKKKHDONJWDS-UHFFFAOYSA-N,ERa,675.0,6.17
BJBKKKHDONJWDS-UHFFFAOYSA-N,ERb,50.0,7.3
BJBPHCBRZFMJDW-UHFFFAOYSA-N,ERa,80.0,7.1
BJIJYPHJHHHWTD-NPRFROTHSA-N,MR,170.0,6.77
BJJHUSLTSXCGQZ-UHFFFAOYSA-N,AR,2511.89,5.6
BJKNJYTXRSCMFA-VLQBMIHCSA-N,GR,2.45,8.765
BJMYOJPYZLVKNF-UHFFFAOYSA-N,ERa,3301.0,5.48
BJMYOJPYZLVKNF-UHFFFAOYSA-N,ERb,43.0,7.37
BJSIBLAVYSQLDC-UHFFFAOYSA-N,ERa,2400.0,5.62
BJSIBLAVYSQLDC-UHFFFAOYSA-N,ERb,1000.0,6.0
BJVMSZRSXULFSB-UHFFFAOYSA-N,ERa,6240.0,5.21
BJVMSZRSXULFSB-UHFFFAOYSA-N,ERb,3660.0,5.44
BJWMFAXDZSURKC-UHFFFAOYSA-N,ERa,626.0,6.2
BJWMFAXDZSURKC-UHFFFAOYSA-N,ERb,22.0,7.66
BKAPQHUNEAUVSH-UHFFFAOYSA-N,ERb,15370.27,5.87
BKBITAUNCXXODJ-UHFFFAOYSA-N,ERa,770.0,6.11
BKMLPIONNQCUAR-AIBWNMTMSA-N,PR,79.0,7.1
BKRMCDAOAQWNTG-UHFFFAOYSA-N,GR,90000.0,4.05
BKTGHYFKGYEFMO-UHFFFAOYSA-N,GR,840.0,6.08
BLAFSGUDLGHJCN-SXOMAYOGSA-N,ERa,13.5,7.87
BLAFSGUDLGHJCN-SXOMAYOGSA-N,ERb,413.2,6.38
BLGNYUIODLVIML-UHFFFAOYSA-N,ERb,13559.109999999999,5.890000000000001
BLNDUDURVVLSLJ-SFHVURJKSA-N,ERa,567.0,6.25
BLNDUDURVVLSLJ-SFHVURJKSA-N,ERb,19.0,7.72
BLPILBAOBRFNLK-UHFFFAOYSA-N,ERa,20.0,7.7
BLPILBAOBRFNLK-UHFFFAOYSA-N,ERb,4.0,8.4
BLSILHCLJLDFDG-UHFFFAOYSA-N,ERa,7.943,8.1
BLSILHCLJLDFDG-UHFFFAOYSA-N,ERb,10.0,8.0
BLXVDNNULRNBGB-UHFFFAOYSA-N,ERa,1140.0,5.94
BLXVDNNULRNBGB-UHFFFAOYSA-N,ERb,88.0,7.06
BMAZWNMLRZHFMK-UHFFFAOYSA-N,ERa,27735.78,4.56
BMBRGXHCBMOLNP-UHFFFAOYSA-N,ERa,810.0,6.09
BMBRGXHCBMOLNP-UHFFFAOYSA-N,ERb,115.0,6.94
BMFVUFSXGVILAJ-UHFFFAOYSA-N,AR,58.0,7.24
BMGTYALTBIRRBF-HNNXBMFYSA-N,GR,32.0,7.5
BMIDVCHQTQWMNU-UHFFFAOYSA-N,PR,6.8,8.17
BMIQJHCUFHKDKV-TVWVQYNFSA-N,GR,4.4,8.36
BMKPNQVPLOCMLU-UHFFFAOYSA-N,ERa,1250.0,5.904999999999999
BMKPNQVPLOCMLU-UHFFFAOYSA-N,ERb,4800.0,5.32
BMTWPTWVPQCHNC-UHFFFAOYSA-N,AR,7.1,8.15
BMVUIZYKSCNTFO-UHFFFAOYSA-N,AR,77.0,7.11
BMVXBVREUULMTM-UHFFFAOYSA-N,GR,130.595,7.3
BNACLTNZCKWBBX-ACIOBRDBSA-N,GR,37.0,7.43
BNAWSOWKSSIPGW-UHFFFAOYSA-N,ERb,57.87,7.24
BNCWWKYKWMRIDX-SANMLTNESA-N,GR,86.0,7.07
BNFIULLBFOWELZ-UHFFFAOYSA-N,PR,32.0,7.5
BNIOVAWOIGCLML-UHFFFAOYSA-N,ERa,803.0,6.09
BNIOVAWOIGCLML-UHFFFAOYSA-N,ERb,155.0,6.81
BNKAEHGIVAYNSJ-JXMROGBWSA-N,GR,565.0,6.25
BNKAEHGIVAYNSJ-JXMROGBWSA-N,PR,1600.0,5.8
BNLANWVXEFRDFO-RRPNLBNLSA-N,ERa,1.8,8.74
BNLANWVXEFRDFO-RRPNLBNLSA-N,ERb,331.0,6.48
BNPJETNROGKXJL-UHFFFAOYSA-N,AR,124.0,6.91
BNPLLZIDWXJZHJ-UHFFFAOYSA-N,ERb,363.32,6.44
BNRDJYCVXAIEIV-UHFFFAOYSA-N,AR,9500.0,5.02
BNTDWNVWYDBRAW-VKINHPFQSA-N,ERa,27.0,7.57
BNTJUODTMMDJNM-INIZCTEOSA-N,ERa,470.0,6.33
BNTJUODTMMDJNM-INIZCTEOSA-N,ERb,7.7,8.11
BNWUIVWAAONPFE-ZMPOMQMESA-N,ERa,0.37,9.43
BNYATMGZJPIGMW-UHFFFAOYSA-N,AR,165.0,6.78
BNZOGUSBIKJSRJ-UHFFFAOYSA-N,ERa,13.42,8.33
BOBSETZWYSLPKM-UHFFFAOYSA-N,PR,22.5,7.65
BOKVFPHZBOIKMY-UHFFFAOYSA-N,AR,5.1,8.85
BOLBJHLJTKLMGX-UHFFFAOYSA-N,ERa,7788.7,5.11
BOOFQRVMDWIJAI-RUZDIDTESA-N,GR,15.85,7.8
BOROTNFLIVKJEO-ZQGRQUNCSA-N,AR,1400.0,5.85
BOUZPSZSCRIVIE-UHFFFAOYSA-N,ERa,43005.71,4.37
BOUZPSZSCRIVIE-UHFFFAOYSA-N,ERb,12835.75,4.89
BPBTXNNZEZVAIO-UHFFFAOYSA-N,ERa,2.3,8.64
BPBTXNNZEZVAIO-UHFFFAOYSA-N,ERb,16.2,7.795
BPDCIVIJDYKPRW-UHFFFAOYSA-N,ERa,3180.0,5.5
BPDCIVIJDYKPRW-UHFFFAOYSA-N,ERb,1350.0,5.87
BPHIPLAMILSSMH-UHFFFAOYSA-N,AR,200.0,6.7
BPKLOXVNSYDNFV-XHCCPWGMSA-N,MR,300.0,6.52
BPKSDMHGDYTXLI-UHFFFAOYSA-N,ERa,0.015,10.82
BPKSDMHGDYTXLI-UHFFFAOYSA-N,ERb,306.9,6.51
BPMCEHCMSBNYSA-WYMLVPIESA-N,ERa,886.0,6.05
BPWUWLGUMVLXFF-KGVSQERTSA-N,ERa,17.98,8.24
BQBJLSNVBMZCLQ-UHFFFAOYSA-N,GR,820.0,6.09
BQDLKNZJOSLJEM-UHFFFAOYSA-N,GR,6.6,8.18
BQDLKNZJOSLJEM-UHFFFAOYSA-N,PR,100.0,7.0
BQFHIOXHOTZDCT-UHFFFAOYSA-N,GR,461.4,6.76
BQFHIOXHOTZDCT-UHFFFAOYSA-N,PR,20.349999999999998,7.885
BQHBMBRIUAUPKU-UHFFFAOYSA-N,ERa,22564.08,4.65
BQHBMBRIUAUPKU-UHFFFAOYSA-N,ERb,46.81,7.33
BQKFLGKVHUYRPC-GASCZTMLSA-N,GR,139.0,6.86
BQKIGIFFBLCDGH-UHFFFAOYSA-N,GR,41.7,7.8549999999999995
BQLBXGYOYZGYER-LRVNMVSOSA-N,ERa,21012.5,4.68
BQMLGBPDJRGQQC-UHFFFAOYSA-N,AR,9700.0,5.01
BQMLGBPDJRGQQC-UHFFFAOYSA-N,GR,4960.0,5.3
BQMLGBPDJRGQQC-UHFFFAOYSA-N,PR,1240.0,5.91
BQSGTBZOYSXJKP-UHFFFAOYSA-N,ERb,14369.99,4.84
BQWPHILLGKACAF-UHFFFAOYSA-N,AR,1500.0,5.82
BQWPHILLGKACAF-UHFFFAOYSA-N,GR,4.9,8.31
BQWPHILLGKACAF-UHFFFAOYSA-N,MR,2800.0,5.55
BQWPHILLGKACAF-UHFFFAOYSA-N,PR,380.0,6.42
BQYMNRMHTXRMGR-UHFFFAOYSA-N,ERa,30.0,7.52
BQZKKRYIQPCEKF-HWRSSNJWSA-N,GR,15.0,7.82
BQZKKRYIQPCEKF-HWRSSNJWSA-N,MR,2250.0,5.65
BQZKKRYIQPCEKF-HWRSSNJWSA-N,PR,93.0,7.03
BQZQGKJSYGBSMS-UHFFFAOYSA-N,ERa,4200.0,5.38
BRDCBMNKBRNPRG-KFJBMODSSA-N,AR,616.6,6.21
BRDCBMNKBRNPRG-TVKKRMFBSA-N,AR,223.87,6.65
BRFOVRDNLUKMTR-FQEVSTJZSA-N,ERa,93.0,7.03
BRFOVRDNLUKMTR-FQEVSTJZSA-N,ERb,1.1,8.96
BRHIZRZGCPKLJC-UHFFFAOYSA-N,PR,398.0,6.4
BRLSNZSPWLBFLZ-AYRHNUGRSA-N,GR,20.0,7.7
BRMVQUBTTGWVNX-UHFFFAOYSA-N,ERa,474.0,6.32
BRMVQUBTTGWVNX-UHFFFAOYSA-N,ERb,3.7,8.43
BRNGYAFDUAROCE-RQZHXJHFSA-N,ERa,46.29,7.33
BRPRLTSTIZDZNX-UHFFFAOYSA-N,AR,56.0,7.25
BRRCHWQDGDENCF-UHFFFAOYSA-N,ERb,325.85,6.49
BRWXOOIUQMUMHI-UHFFFAOYSA-N,ERa,290.0,6.54
BRWXOOIUQMUMHI-UHFFFAOYSA-N,ERb,519.0,6.29
BRYFIQMLWZDFSY-HDJSIYSDSA-N,AR,460.0,6.34
BSCZPVUHFUQDQP-UHFFFAOYSA-N,ERb,93.0,7.03
BSEPKUCEKATJSD-UHFFFAOYSA-N,ERa,85700.0,4.07
BSEPKUCEKATJSD-UHFFFAOYSA-N,ERb,43000.0,4.37
BSHKGGXYCSBQHD-UHFFFAOYSA-N,MR,54.0,7.27
BSKNFIKTIOWYFC-UHFFFAOYSA-N,PR,580.0,6.24
BSNPBSNWKULNJU-UHFFFAOYSA-N,ERb,3624.79,5.44
BSNXEAPCSYQIRZ-UHFFFAOYSA-N,PR,5.3,8.28
BSPFIIPEVRUTTR-UHFFFAOYSA-N,ERa,16.2,7.79
BSPFIIPEVRUTTR-UHFFFAOYSA-N,ERb,31.0,7.51
BSSCIPHDXVAFCI-UHFFFAOYSA-N,GR,160.0,6.8
BSSCIPHDXVAFCI-UHFFFAOYSA-N,MR,2400.0,5.62
BSSCIPHDXVAFCI-UHFFFAOYSA-N,PR,8200.0,5.09
BSUOAUQMXRRLKR-LDLUVENISA-N,MR,30.0,7.52
