std_inchi_key,receptor_name,Standard_Value,pChEMBL_Value
OHAGKIGZLGETKX-OAQYLSRUSA-N,PR,3218.5,5.505
OHFIWEKSYCYCNL-UHFFFAOYSA-N,PR,2200.0,5.66
OHJUJFDDLFYMSK-UHFFFAOYSA-N,AR,9020.0,5.04
OHKJPJLUAFPDTC-UHFFFAOYSA-N,ERa,15.0,7.82
OHKJPJLUAFPDTC-UHFFFAOYSA-N,ERb,57.0,7.24
OHLMRBMVXRKABN-UHFFFAOYSA-N,GR,133.0,6.88
OHLMRBMVXRKABN-UHFFFAOYSA-N,PR,0.81,9.190000000000001
OHNKJJRAPKLCTE-UHFFFAOYSA-N,AR,1.995,8.7
OHOHBQPNCZKEQK-UHFFFAOYSA-N,PR,8.1,8.09
OHSCUTYWMSNDLH-JNKLARPZSA-N,ERa,4.35,8.425
OHSVDENSKJRCTF-XLNTUCKNSA-N,GR,1.7,8.77
OHUBZLMAZNJTEL-UHFFFAOYSA-N,ERa,427.0,6.37
OHUGLAQJWNBNEE-UHFFFAOYSA-N,GR,230.0,6.64
OHZQVLLMLJBZQQ-RBUKOAKNSA-N,ERa,1500.0,5.82
OHZQVLLMLJBZQQ-RBUKOAKNSA-N,ERb,3550.0,5.45
OIANLDXMUCMGOG-IBGZPJMESA-N,PR,50.0,7.3
OIJJXSXXDAGLIZ-UHFFFAOYSA-N,AR,83.0,7.08
OIKFLZJCOASDMC-HHHXNRCGSA-N,GR,1.2,8.92
OIKFWEQKOGHLBH-UHFFFAOYSA-N,ERa,2400.0,5.62
OILQEGDAOXVJJG-UHFFFAOYSA-N,AR,34.0,7.47
OIMRVAOKBZRYOZ-NYYWCZLTSA-N,ERa,24.0,7.625
OIPZPBPNALNSQH-SNVBAGLBSA-N,AR,2.9,8.54
OIQSBYJZYXZTOT-UHFFFAOYSA-N,ERa,23.0,7.64
OIQSBYJZYXZTOT-UHFFFAOYSA-N,ERb,77.0,7.11
OITCYCYIUVYFKQ-UHFFFAOYSA-N,ERa,24.0,7.62
OITCYCYIUVYFKQ-UHFFFAOYSA-N,ERb,1.12,8.95
OITDDRGMTMXSCY-UHFFFAOYSA-N,ERa,8229.68,5.08
OIUCUUXSMIJSEB-UHFFFAOYSA-N,ERa,4.0,8.4
OIWJQXISVVHHBL-FXAGJUNHSA-N,ERa,1.4,8.85
OIWJQXISVVHHBL-FXAGJUNHSA-N,ERb,39.0,7.41
OIWJQXISVVHHBL-MXXBPKCLSA-N,ERa,38.0,7.42
OIWJQXISVVHHBL-MXXBPKCLSA-N,ERb,627.0,6.2
OIWKTGYQGJRHGN-UHFFFAOYSA-N,PR,80.0,7.1
OIXUDXUFFGADIZ-UHFFFAOYSA-N,GR,45.0,7.35
OIXUDXUFFGADIZ-UHFFFAOYSA-N,MR,535.0,6.27
OJEOPNIUOBBBAJ-UHFFFAOYSA-N,ERa,9540.57,5.02
OJKUOKSWGNFPDD-IZHYOYPJSA-N,AR,660.0,6.18
OJNSFFIREDVKLU-UHFFFAOYSA-N,PR,38.4,7.42
OJUPHJNEEHAFCR-UHFFFAOYSA-N,ERa,564.5,6.75
OJUPHJNEEHAFCR-UHFFFAOYSA-N,ERb,2200.0,5.66
OJYXCTGERVXAHP-UHFFFAOYSA-N,ERa,74.0,7.13
OJYXCTGERVXAHP-UHFFFAOYSA-N,ERb,300.0,6.52
OJZBQLXSVGNHBY-UHFFFAOYSA-N,ERa,7900.0,5.1
OKAULKUIKJJWBO-ZRNGKTOUSA-N,GR,1.0,9.0
OKEFCPLFHOVMQE-BUXKBTBVSA-N,AR,560.0,6.3100000000000005
OKEMHXYCVVXUPH-PMCHYTPCSA-N,GR,25.12,7.6
OKFDQVOVQDXKRE-UHFFFAOYSA-N,GR,8.5,8.11
OKFXILKFTJTOKG-UHFFFAOYSA-N,AR,636.0,6.2
OKFXILKFTJTOKG-UHFFFAOYSA-N,PR,80.0,7.1
OKIBEZBBUPDLSL-QRVIBDJDSA-N,GR,2.6,8.59
OKKABFIPSDJEGN-UHFFFAOYSA-N,AR,3295.0,5.48
OKKZUQKFGNASOR-UHFFFAOYSA-N,ERa,23363.69,4.63
OKLGGBGAMNAZTC-UHFFFAOYSA-N,ERa,1.85,8.76
OKLGGBGAMNAZTC-UHFFFAOYSA-N,ERb,11.35,7.955
OKMFMKSZIXQMRJ-UHFFFAOYSA-N,GR,2.0,8.7
OKMFMKSZIXQMRJ-UHFFFAOYSA-N,MR,1220.0,5.91
OKMFMKSZIXQMRJ-UHFFFAOYSA-N,PR,210.0,6.68
OKQVQYKHHUXADN-UHFFFAOYSA-N,GR,3200.0,5.5
OKRCZJVRAZDKKZ-UHFFFAOYSA-N,ERb,4870.0,5.31
OKRNDQLCMXUCGG-UHFFFAOYSA-N,AR,855.5699999999999,6.07
OKTNWHAYYQGWET-UHFFFAOYSA-N,GR,1410.0,5.85
OKWJLRRHPCPWQK-UZMCWQSLSA-N,ERa,3.3000000000000003,8.805
OKYJZTJSOYPGON-LHHJGKSTSA-N,ERa,120.0,6.92
OLGCFXNPBJIGKJ-XOBRGWDASA-N,AR,10.0,8.0
OLJCLKKBFIOFSK-UHFFFAOYSA-N,ERa,180.0,6.75
OLJCLKKBFIOFSK-UHFFFAOYSA-N,ERb,710.0,6.15
OLLHHCHPTJVJRM-UHFFFAOYSA-N,ERa,28.0,7.55
OLLJVVNZNODEDE-RABCQHRBSA-N,ERa,5740.0,5.24
OLLJVVNZNODEDE-RABCQHRBSA-N,ERb,64.0,7.19
OLNSTKCVNFTHBE-JOKRGFMOSA-N,GR,16.0,7.8
OLVYLCITEQCBHU-UHFFFAOYSA-N,PR,1258.93,5.9
OLZICPZIOHTXSU-UHFFFAOYSA-N,ERb,10545.58,4.98
OLZWUYBINLEAPW-LMKMVOKYSA-N,GR,0.0665,10.245000000000001
OMERPEOHSFCCJI-DVTGEIKXSA-N,GR,5.9750000000000005,8.26
OMHHADZDFHTLHU-UHFFFAOYSA-N,PR,8.8,8.06
OMKDFVUMRKROMY-SSEXGKCCSA-N,GR,0.7,9.15
OMOFUCRTCQADPJ-IRMCTLNLSA-N,GR,16.7,7.78
OMONOTSITRLKKC-FARCUNLSSA-N,ERa,71.0,7.335
OMOPCSHWHZVQPY-UHFFFAOYSA-N,ERa,1300.0,5.89
OMOPCSHWHZVQPY-UHFFFAOYSA-N,ERb,235.0,6.63
OMOWXSXKIRGRMX-UHFFFAOYSA-N,ERa,228.0,6.64
OMOWXSXKIRGRMX-UHFFFAOYSA-N,ERb,21.0,7.68
OMPZIOFQKYWTFH-UHFFFAOYSA-N,ERa,12643.12,4.9
OMPZQLVLVXBTLO-UHFFFAOYSA-N,MR,4200.0,5.38
OMSCLFGYNOWZGB-GFCCVEGCSA-N,AR,14.0,7.85
ONEZONATCLFMDO-AXUOBQJMSA-N,GR,47.0,7.33
ONFNEWGKOKVUHI-LBPRGKRZSA-N,MR,9.5,8.02
ONJLFPJXEMBCFJ-GUYCJALGSA-N,AR,23.2,8.1
ONJOAXGRGNHUGJ-HHPDBAQJSA-N,GR,14.1,7.8999999999999995
ONRIJZVBAOPUHE-GDLZYMKVSA-N,GR,0.8,9.1
ONTJNLUYMAATNS-IZZDOVSWSA-N,ERa,4.0,8.575
ONVXFPRTIYWTHK-UHFFFAOYSA-N,AR,82.0,7.51
ONXFJFDYGQVDIQ-UHFFFAOYSA-N,ERa,195.0,6.71
ONXFJFDYGQVDIQ-UHFFFAOYSA-N,ERb,20.0,7.7
ONYHLHXYHUQBNG-UHFFFAOYSA-N,ERa,4428.57,5.35
ONYHLHXYHUQBNG-UHFFFAOYSA-N,ERb,333.5,6.74
OOAVTSRCEHYJGU-UHFFFAOYSA-N,PR,98.0,7.01
OOBVFAPEUYZCPP-UHFFFAOYSA-N,AR,3162.28,5.5
OOBVFAPEUYZCPP-UHFFFAOYSA-N,GR,15.85,7.8
OODSITSYQDCJCK-UHFFFAOYSA-N,GR,659.25,6.495
OOGQJBOBYZUGFN-UHFFFAOYSA-N,AR,206.5,6.69
OOHWDQXDMKMDMN-UHFFFAOYSA-N,ERb,4510.28,5.35
OOKFNRNSFDKPIG-XKZIYDEJSA-N,PR,9.2,8.04
OOKTXTBYOYCHCZ-UHFFFAOYSA-N,AR,100.0,7.0
OOOLNPUNGQAGSY-UHFFFAOYSA-N,AR,12.0,7.92
OOORMPLAZXXCBH-UHFFFAOYSA-N,ERb,13102.14,4.88
OOSBWZXAAYRHKV-CNPIGXAUSA-N,ERa,3.3,8.48
OOTBWYJBVRWMIU-LJAQVGFWSA-N,GR,2.655,8.985
OOUKYFUUFDBBHO-UHFFFAOYSA-N,ERb,14096.61,4.85
OOVBKUSHJKIKBY-XSWBTSGESA-N,ERa,99.0,7.005
OOVBKUSHJKIKBY-XSWBTSGESA-N,ERb,1065.0,5.975
OPBXSGXOIUKMES-UHFFFAOYSA-N,ERb,5578.14,5.25
OPERWVXYONTTLD-UHFFFAOYSA-N,ERa,9268.37,5.03
OPERWVXYONTTLD-UHFFFAOYSA-N,ERb,4649.82,5.33
OPFLNMACCBQBDJ-UHFFFAOYSA-N,GR,11.0,7.96
OPGBZMQFSFGCIT-GBLZOACLSA-N,AR,13.0,8.08
OPGFNEMXUAVHOH-UHFFFAOYSA-N,ERa,273.0,6.56
OPGFNEMXUAVHOH-UHFFFAOYSA-N,ERb,15.0,7.82
OPODJWBURLUCON-QDEBKDIKSA-N,ERa,1030.0,5.99
OPPYDCXBDREGJT-UHFFFAOYSA-N,AR,325.0,6.49
OPPYDCXBDREGJT-UHFFFAOYSA-N,GR,127.0,6.9
OPPYDCXBDREGJT-UHFFFAOYSA-N,MR,440.0,6.36
OPPYDCXBDREGJT-UHFFFAOYSA-N,PR,2.1,8.785
OPRIGACRZWFTNG-BYDNGJAVSA-N,GR,270.0,6.57
OPSKHUQVAQWGKY-IBGZPJMESA-N,AR,4.675,8.82
OPTACVCTHGQIBJ-IZZDOVSWSA-N,ERa,1380.0,5.86
OPWSJKBKMBTGDU-UHFFFAOYSA-N,ERb,10000.0,5.0
OPYAUPOLOMVWLO-UHFFFAOYSA-N,ERb,14854.99,4.83
OQCZSUMEBSHKBI-UHFFFAOYSA-N,ERa,10.0,8.0
OQCZSUMEBSHKBI-UHFFFAOYSA-N,ERb,10.0,8.0
OQEKDDUAVUDQDZ-UHFFFAOYSA-N,ERa,431.0,6.37
OQEKDDUAVUDQDZ-UHFFFAOYSA-N,ERb,31.0,7.51
OQFCKLHYKFQRFF-UHFFFAOYSA-N,GR,1430.0,5.84
OQFCKLHYKFQRFF-UHFFFAOYSA-N,PR,8000.0,5.1
OQGAHLUAFVPVLV-QYBDOPJKSA-N,GR,0.08,10.1
OQIXLVRBMMQBAP-UHFFFAOYSA-N,ERb,2919.45,5.54
OQJGGYXNMXINFM-UHFFFAOYSA-N,AR,1465.9,5.83
OQJYJENHHOZHPV-UHFFFAOYSA-N,ERa,1.7,8.77
OQJYJENHHOZHPV-UHFFFAOYSA-N,ERb,4.0,8.4
OQNVZYYRHRQGMA-WXTAPIANSA-N,MR,200.0,6.7
OQPWNIVCEUVXQA-LJQANCHMSA-N,AR,9050.0,5.04
OQPWNIVCEUVXQA-LJQANCHMSA-N,GR,6800.0,5.17
OQPWNIVCEUVXQA-LJQANCHMSA-N,MR,7.6,8.12
OQPWNIVCEUVXQA-LJQANCHMSA-N,PR,1590.0,5.8
OQTDHUKSCODYEM-XGQKBEPLSA-N,GR,5.1,8.29
OQTWCWPFOSBVDI-UHFFFAOYSA-N,MR,110.0,6.96
OQUMCAVRSPBTOY-UHFFFAOYSA-N,ERa,2.84,8.55
OQUMCAVRSPBTOY-UHFFFAOYSA-N,ERb,11.0,7.96
OQVHGKILKGMIEL-UHFFFAOYSA-N,ERb,25046.48,4.6
ORBICRUQXVLSEE-UHFFFAOYSA-N,PR,12.0,7.92
ORCKXRWVSVDFEI-UHFFFAOYSA-N,PR,39.5,7.4
ORGKYZVJZBDUGT-UHFFFAOYSA-N,AR,78.0,7.11
ORHHWJMIJCSUTC-UHFFFAOYSA-N,GR,21.05,7.805
ORHHWJMIJCSUTC-UHFFFAOYSA-N,MR,220.0,6.66
ORHHWJMIJCSUTC-UHFFFAOYSA-N,PR,1300.0,5.89
ORJMOWYWYBXFBE-QWQRBHLCSA-N,GR,2.5245,8.63
ORSBFWQUUWUENG-KEKPKEOLSA-N,GR,2.13,8.67
ORVRISQWQZXOFB-UHFFFAOYSA-N,GR,76.4,7.12
ORVTUMNBPPZOQP-UHFFFAOYSA-N,GR,6.128,8.215
ORZXNILCSRYJIC-BYHALHFSSA-N,GR,17.6,7.75
OSAJOJOSELCPNF-GDLZYMKVSA-N,ERa,175.0,6.76
OSAJOJOSELCPNF-GDLZYMKVSA-N,ERb,2236.0,5.65
OSDJMOWFTIFDAM-UHFFFAOYSA-N,ERa,47.0,7.33
OSDJMOWFTIFDAM-UHFFFAOYSA-N,ERb,1.4,8.85
OSDKDEOQDACNIS-VIZCGCQYSA-N,GR,25.0,7.6
OSDVUWDMBUJPMG-KRWDZBQOSA-N,AR,1.1,8.96
OSDVUWDMBUJPMG-QGZVFWFLSA-N,AR,180.0,6.75
OSHKIGHNCFPISW-UHFFFAOYSA-N,PR,360.0,6.44
OSJROZNFBVPGFC-UHFFFAOYSA-N,AR,4200.0,5.38
OSKDMVSXGCOTPM-VMPREFPWSA-N,GR,4.0,8.4
OSNHJJMUPGAECS-MEELUSRTSA-N,AR,31.0,7.7700000000000005
OSSCGRZBJBJCLX-UHFFFAOYSA-N,ERa,96.0,7.02
OSTYBKGPXMJZRP-QKKBWIMNSA-N,AR,12.0,7.925
OTAVWHYNRBBEDJ-UHFFFAOYSA-N,GR,1015.0,5.99
OTAVWHYNRBBEDJ-UHFFFAOYSA-N,PR,1600.0,5.8
OTDHJAFYGINBKM-UHFFFAOYSA-N,GR,99.0,7.0
OTDHQSUHDPNLBY-CALCHBBNSA-N,AR,37.0,7.43
OTDYBJYVFBJBSF-UHFFFAOYSA-N,ERb,22302.815,4.895
OTIQSEUOOIVQMS-UHFFFAOYSA-N,ERb,10099.67,5.0
OTISSJDFSDDEBK-UHFFFAOYSA-N,ERa,11721.75,4.93
OTKZWGJLFLAVTD-UHFFFAOYSA-N,GR,19.0,7.72
OTKZWGJLFLAVTD-UHFFFAOYSA-N,MR,345.0,6.46
OTKZWGJLFLAVTD-UHFFFAOYSA-N,PR,1800.0,5.75
OTNBHAGJVFDFBS-UHFFFAOYSA-N,GR,7.1,8.15
OTNBHAGJVFDFBS-UHFFFAOYSA-N,MR,298.0,6.53
OTRAFCFYTZJLKH-IBGZPJMESA-N,PR,16.0,7.8
OTRGSZVOULSZGL-IUQAPEEWSA-N,AR,4617.0,5.34
OTRGSZVOULSZGL-IUQAPEEWSA-N,ERb,1299.0,5.89
OTRGSZVOULSZGL-QXDPCNRKSA-N,AR,1402.0,5.85
OTRGSZVOULSZGL-QXDPCNRKSA-N,ERa,3349.0,5.47
OTRGSZVOULSZGL-QXDPCNRKSA-N,ERb,303.0,6.52
OTVHRGVNSMPYPH-UHFFFAOYSA-N,AR,19.95,7.7
OTWADYHEAKBKQC-MXAYSNPKSA-N,AR,630.0,6.2
OTWADYHEAKBKQC-MXAYSNPKSA-N,GR,0.6,9.22
OTWADYHEAKBKQC-MXAYSNPKSA-N,MR,430.0,6.37
OTWADYHEAKBKQC-MXAYSNPKSA-N,PR,840.0,6.08
OUBBDRUPHRMAJH-UHFFFAOYSA-N,ERa,50.0,7.3
OUBBDRUPHRMAJH-UHFFFAOYSA-N,ERb,26.3,7.58
OUDAHHPZBOGICF-UHFFFAOYSA-N,ERa,219.0,6.66
OUDPUISFUNFLNY-KVFNFIISSA-N,AR,38.0,7.83
OUEODVPKPRQETQ-UHFFFAOYSA-N,AR,2.11,8.68
OUFQSIUBFDHEQY-UHFFFAOYSA-N,GR,13.557500000000001,8.149999999999999
OUOOTSFAUFNOLK-FWTLZLCQSA-N,GR,1.06,8.97
OUSDSGKYXLEGPC-UHFFFAOYSA-N,ERb,4897.78,6.045
OUTWDXPGWJBTIY-UHFFFAOYSA-N,ERb,4551.21,5.76
OVDGYTOZNODCOE-UHFFFAOYSA-N,GR,28.0,7.55
OVDOJZCEUBVOSV-UHFFFAOYSA-N,ERa,6247.0,5.2
OVDOJZCEUBVOSV-UHFFFAOYSA-N,ERb,263.0,6.58
OVDZZJAUKDINIY-SGTLLEGYSA-N,AR,12.5,7.935
OVECYUYPHQFITK-BMJCIJOQSA-N,GR,400.0,6.4
OVFNJOOCMRIBEK-SANMLTNESA-N,GR,28.0,7.55
OVFXCANAVHBWGG-UHFFFAOYSA-N,ERa,3.1,8.51
OVFXCANAVHBWGG-UHFFFAOYSA-N,ERb,1.3,8.89
OVFZJKAKVGZHJD-UHFFFAOYSA-N,AR,0.5,9.3
OVIZCQBEPZRBDB-UCQKPKSFSA-N,AR,798.0,6.1
OVIZCQBEPZRBDB-UCQKPKSFSA-N,GR,180.0,6.75
OVIZCQBEPZRBDB-UCQKPKSFSA-N,PR,0.83,9.08
OVNWHRHFWJKTER-UHFFFAOYSA-N,PR,39.81,7.4
OVTXMAFLDXKKPL-PDVLJHNHSA-N,ERa,97.0,7.01
OVTXMAFLDXKKPL-PDVLJHNHSA-N,ERb,1.0,9.0
OVVCSFQRAXVPGT-UHFFFAOYSA-N,ERa,170.0,6.77
OVVCSFQRAXVPGT-UHFFFAOYSA-N,ERb,270.0,6.57
OVXAXAYCRUVHLW-UHFFFAOYSA-N,ERb,374.0,6.43
OVYJLQGRKUOMMA-UHFFFAOYSA-N,ERa,17894.9,4.75
OVYJLQGRKUOMMA-UHFFFAOYSA-N,ERb,7508.04,5.12
OWAUSXIFTVKJHO-UHFFFAOYSA-N,GR,6.31,8.2
OWILQQLRRDHHNQ-MNFXJJIBSA-N,ERa,0.8,9.1
OWIQDPLCVNXIEI-UHFFFAOYSA-N,ERa,0.9,9.05
OWIQDPLCVNXIEI-UHFFFAOYSA-N,ERb,3.2,8.49
OWJBLZLBZZVCHZ-UHFFFAOYSA-N,ERa,1036.0,5.99
OWJBLZLBZZVCHZ-UHFFFAOYSA-N,ERb,25.0,7.6
OWLMPGOHPHWCKQ-UHFFFAOYSA-N,ERa,1116.0,5.95
OWLMPGOHPHWCKQ-UHFFFAOYSA-N,ERb,27.0,7.57
OWSVSNLEIAPKKE-UHFFFAOYSA-N,ERa,490.0,6.31
OWSVSNLEIAPKKE-UHFFFAOYSA-N,ERb,1050.0,5.98
OWWHGWVFDHUHCE-UHFFFAOYSA-N,AR,361.53999999999996,6.44
OWWJZAKLVDXCMD-UHFFFAOYSA-N,GR,18.0,7.75
OWWJZAKLVDXCMD-UHFFFAOYSA-N,MR,80.0,7.1
OWYGQUGMZYHCLE-MHXCJAKHSA-N,PR,0.34,9.47
OXEAJAPLCUXMPI-UHFFFAOYSA-N,GR,59.5,7.27
OXEAJAPLCUXMPI-UHFFFAOYSA-N,PR,1194.0,5.92
OXJKZDZUGWLTPJ-BVZFJXPGSA-N,GR,2.8,8.55
OXLAICHJWSSTJE-UHFFFAOYSA-N,GR,260.0,6.58
OXLPXIPFCLXQSY-UHFFFAOYSA-N,ERa,1340.0,5.87
OXLPXIPFCLXQSY-UHFFFAOYSA-N,ERb,366.0,6.44
OXRSLCFSOLYHEH-UHFFFAOYSA-N,GR,89.5,7.075
OXXQFDADOOQHQE-WXTAPIANSA-N,MR,100.0,7.0
OXZRSUUVEXUQDE-QFIPXVFZSA-N,GR,20.0,7.7
OYAILXOXIFBWFX-ARSTWGPPSA-N,ERa,0.7,9.15
OYAILXOXIFBWFX-ARSTWGPPSA-N,ERb,73.0,7.14
OYHBYMPVNZENDC-UHFFFAOYSA-N,GR,2700.0,5.57
OYLSEWFMYDVUSK-MHZLTWQESA-N,GR,1.6,8.8
OYNMTOOSLOLDET-UHFFFAOYSA-N,AR,43.0,7.37
OYOHHGYUHLMRLJ-SHTZXODSSA-N,AR,190.0,6.72
OYUGBGZDLCAQEA-UHFFFAOYSA-N,ERa,40.0,7.4
OYUGBGZDLCAQEA-UHFFFAOYSA-N,ERb,1.1,8.96
OYUULHHHSKENMH-UHFFFAOYSA-N,ERb,957.0,6.02
OYWKEQRVPLOMND-ALCUMQOQSA-N,GR,15.299999999999999,7.99
OZDIAFSWMVDTEK-UHFFFAOYSA-N,PR,160.0,6.8
OZEYWYWKQCOUOK-UHFFFAOYSA-N,AR,184.0,6.74
OZEYWYWKQCOUOK-UHFFFAOYSA-N,PR,6950.0,5.16
OZGJGGGYYPKMDN-UHFFFAOYSA-N,PR,45.25,7.71
OZHCNLHMTXQNEO-UHFFFAOYSA-N,ERa,597.0,6.22
OZHCNLHMTXQNEO-UHFFFAOYSA-N,ERb,22.0,7.66
OZHKBSUTUNTRTF-UHFFFAOYSA-N,PR,2060.0,5.69
OZKSKZQDEIWAHL-UHFFFAOYSA-N,PR,960.0,6.02
OZOCEQJJPURLNT-UHFFFAOYSA-N,AR,69.0,7.16
OZTZEJHIEFWILS-UHFFFAOYSA-N,ERa,16000.0,4.8
OZTZEJHIEFWILS-UHFFFAOYSA-N,ERb,2900.0,5.54
OZWRZVFUZNYXMF-NHDPSOOVSA-N,GR,0.9,9.05
OZWYSRUDBXCHMT-UHFFFAOYSA-N,PR,97.36,7.01
OZXBEIHRSWLQHT-GFCCVEGCSA-N,AR,13.0,7.89
OZXBEIHRSWLQHT-UHFFFAOYSA-N,AR,793.5,6.6899999999999995
PAAUSJRJCJHNJT-RSZGXPESSA-N,ERa,3.0,8.52
PABHIXCWEYDYLO-KGVSQERTSA-N,ERa,1823.0,5.74
PABHZRMPKXHYHB-UHFFFAOYSA-N,ERa,1040.0,5.98
PABHZRMPKXHYHB-UHFFFAOYSA-N,ERb,8610.0,5.07
PACSUZYMICPEQW-HSZRJFAPSA-N,ERa,22.0,7.66
PACSUZYMICPEQW-HSZRJFAPSA-N,ERb,4749.0,5.32
PAFKTGFSEFKSQG-PAASFTFBSA-N,AR,670.0,6.17
PAHGYLYQPYZBJN-UHFFFAOYSA-N,ERb,6023.68,5.22
PAHRREARFWPKBS-TZMCWYRMSA-N,PR,3400.0,5.47
PAKABDYFIWAOCV-UHFFFAOYSA-N,ERa,19220.8,4.72
PALKUGYOJSTYIP-UHFFFAOYSA-N,ERa,17060.6,4.77
PALMIJKFAHOHLS-ONEGZZNKSA-N,ERa,24676.33,4.61
PANHWXSRURVAHQ-UHFFFAOYSA-N,PR,820.0,6.09
PAQOIRYSVUITCE-WLXPTCNVSA-N,ERa,8.0,8.1
PAQOIRYSVUITCE-WLXPTCNVSA-N,ERb,15.0,7.82
PAUIGLFJCJDVFW-VJTSUQJLSA-N,GR,8.4,8.08
PAUIGLFJCJDVFW-VJTSUQJLSA-N,PR,660.0,6.18
PAVIAQGDIMHLNA-GFCCVEGCSA-N,AR,21.0,7.68
PAWKAQIJLUOCNH-MRXNPFEDSA-N,ERa,139.0,6.86
PAWKAQIJLUOCNH-MRXNPFEDSA-N,ERb,4.1,8.39
PAXGRLPLZISMOU-UHFFFAOYSA-N,ERa,436.2,6.36
PAYWHKLIJILMJY-UHFFFAOYSA-N,AR,210.0,6.695
PAZOXNQSXSODTC-UHFFFAOYSA-N,AR,3600.0,5.44
PAZOXNQSXSODTC-UHFFFAOYSA-N,GR,5600.0,5.25
PAZOXNQSXSODTC-UHFFFAOYSA-N,MR,510.0,6.29
PBAHGHKCGSJKLP-UHFFFAOYSA-N,ERa,38786.33,4.41
PBAICRXMQVKVMT-SCJCCCEPSA-N,ERa,1.115,9.285
PBDVQJSHALGZGV-FYSMJZIKSA-N,GR,3.1,8.51
PBDYRWMRRDLJLD-UHFFFAOYSA-N,ERa,8.77,8.06
PBDYRWMRRDLJLD-UHFFFAOYSA-N,ERb,46.1,7.34
PBOCTFMUGOZFAM-UHFFFAOYSA-N,ERa,1630.0,5.79
PBOCTFMUGOZFAM-UHFFFAOYSA-N,ERb,230.0,6.64
PBSYQOANIKTOOM-UHFFFAOYSA-N,ERa,12700.0,4.9
PBVAUALHFQEWGB-MMTVBGGISA-N,GR,1.41,8.85
PBYIXRTVEABHKD-GIVPXCGWSA-N,GR,38.0,7.42
PBYIXRTVEABHKD-HLAWJBBLSA-N,GR,5.8,8.24
PBYIXRTVEABHKD-JBACZVJFSA-N,GR,49.0,7.31
PBYIXRTVEABHKD-SESVDKBCSA-N,GR,5.6,8.25
PCEQNBCVZPRGRR-UHFFFAOYSA-N,GR,7.0,8.15
PCEQNBCVZPRGRR-UHFFFAOYSA-N,MR,651.0,6.19
PCEQNBCVZPRGRR-UHFFFAOYSA-N,PR,673.0,6.17
PCGOQTMXPHYEIV-UHFFFAOYSA-N,AR,5900.0,5.23
PCGOQTMXPHYEIV-UHFFFAOYSA-N,GR,5500.0,5.26
PCGOQTMXPHYEIV-UHFFFAOYSA-N,MR,600.0,6.22
PCGWJSDLFYYVRR-UHFFFAOYSA-N,GR,8.15,8.12
PCGWJSDLFYYVRR-UHFFFAOYSA-N,PR,22.0,7.66
PCJNAMBTUJABGN-KRWDZBQOSA-N,AR,1034.0,5.99
PCJNAMBTUJABGN-KRWDZBQOSA-N,GR,15.9,7.8
PCJNAMBTUJABGN-KRWDZBQOSA-N,PR,53.0,7.28
PCJNAMBTUJABGN-QGZVFWFLSA-N,GR,4.6,8.34
PCJNAMBTUJABGN-UHFFFAOYSA-N,GR,51.1,7.29
PCLKELCJLBFQCW-UHFFFAOYSA-N,ERb,4879.31,5.31
PCMOVWUFFBMODP-UHFFFAOYSA-N,GR,9.0,8.05
PCMSFULZRABYAR-XPCNTJFQSA-N,MR,190.0,6.72
PCMSFULZRABYAR-YLJDVJNMSA-N,MR,650.0,6.19
PCODDYHHQZPAJY-ZANVPECISA-N,AR,0.42000000000000004,9.385
PCONXHPNURYLEB-UHFFFAOYSA-N,PR,250.0,6.6
PCWJJXZGAQSUKE-UHFFFAOYSA-N,ERa,411.0,6.39
PCWJJXZGAQSUKE-UHFFFAOYSA-N,ERb,6.0,8.22
PCYYZGQWALZAIT-UHFFFAOYSA-N,PR,3.0,8.52
PDCFEVXISBNCNF-UHFFFAOYSA-N,ERa,902.0,6.04
PDCFEVXISBNCNF-UHFFFAOYSA-N,ERb,50.0,7.3
PDCKFSAAPNNPMC-UHFFFAOYSA-N,PR,6.0,8.22
PDCRQOSNBYFZJI-UHFFFAOYSA-N,GR,9.4,8.065
PDCRQOSNBYFZJI-UHFFFAOYSA-N,PR,70.0,7.16
PDEIPQPDODOWPI-UHFFFAOYSA-N,PR,19.025,7.72
PDEYZVGOCYDQJF-UHFFFAOYSA-N,AR,40.0,7.4
PDEYZVGOCYDQJF-UHFFFAOYSA-N,GR,7.5,8.12
PDEYZVGOCYDQJF-UHFFFAOYSA-N,PR,0.2,9.7
PDIHJJKJNCYFNK-IZZNHLLZSA-N,ERa,3.6,8.44
PDIHJJKJNCYFNK-IZZNHLLZSA-N,ERb,365.0,6.44
PDLFLFQYVXUBDM-XMMPIXPASA-N,GR,0.8,9.1
PDLOYUHTWCCRIM-UHFFFAOYSA-N,MR,730.0,6.154999999999999
PDLOYUHTWCCRIM-UHFFFAOYSA-N,PR,5600.0,5.25
PDPXRBAMRICIEV-UHFFFAOYSA-N,AR,723.0,6.14
PDVABSXJIQYWMT-UHFFFAOYSA-N,MR,475.0,6.325
PDWYEQOPNALZBW-UHFFFAOYSA-N,ERa,2.65,8.58
PDWYEQOPNALZBW-UHFFFAOYSA-N,ERb,20.09,7.7
PDXCFTVMFXAKMC-BDAKNGLRSA-N,AR,456.0,6.34
PDXCFTVMFXAKMC-IUCAKERBSA-N,AR,151.0,6.82
PDYDEVVHZXJAQO-UHFFFAOYSA-N,ERa,485.0,6.31
